RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
67,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31401,2014,UGSYFREKU3,        -23.667,         29.600,     1250,2014333,2014334,2014340,2015035,2015090,2015090,2015,-99,4890,1175,1175,0,1945,.1411821,832,138.6523,.2402069,1.561807,-99.00000,-99,-99,-99,-99,-99,0,0,164,235,115,119,0,15,0,2,40,0,59,0,8,28,45,18,.6709014E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9244,9244,0,0,92612,92612,272.3594,.000000,29.86920,21.58974,42.39936,-99.00000,7.177763,5.188155,10.18884,-99.00000,122.2397,82.87439,29.37500,19.91525,121,29.86281,14.86529,21.93885,12.93293,380.0000,163.7000,226.4774,111.3766,115.3222,1,
68,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31501,2015,UGSYFREKU3,        -23.667,         29.600,     1250,2015333,2015334,2015340,2016032,2016085,2016085,2016,-99,6427,1171,1171,0,1956,.1723921,679,113.2046,.1821774,1.975037,-99.00000,-99,-99,-99,-99,-99,0,0,332,319,179,140,1,22,76,2,40,0,65,0,6,31,47,13,.7496002E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9241,9241,0,0,92586,92586,279.0469,.000000,19.38312,20.53434,35.93994,-99.00000,3.531363,3.741101,6.547808,-99.00000,160.6861,98.88375,29.27500,18.01538,116,30.19914,16.63534,22.59742,12.97898,380.0000,331.6000,313.0095,135.1614,178.8385,1,
69,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31601,2016,UGSYFREKU3,        -23.667,         29.600,     1250,2016333,2016334,2016340,2017037,-99,2017058,2017,-99,6149,393,393,0,1115,.6600373E-01,596,99.31861,.6396819E-01,2.327807,-99.00000,-99,-99,-99,-99,-99,0,0,263,304,183,122,4,34,7,2,40,0,63,1,4,28,51,4,.6395573E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9242,9242,0,0,92580,92580,279.0625,.000000,23.42378,20.74518,33.69020,-99.00000,1.497143,1.325939,2.153327,-99.00000,153.7186,97.59908,9.825000,6.238095,90,27.37445,16.23556,19.75556,13.20583,380.0000,262.5000,296.3938,114.5522,182.5083,1,
70,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31701,2017,UGSYFREKU3,        -23.667,         29.600,     1250,2017333,2017334,2017343,-99,-99,2017362,2017,-99,202,0,0,0,0,.000000,0,.000000,.000000,.3959075,-99.00000,-99,-99,-99,-99,-99,0,0,53,58,7,51,0,10,71,2,40,0,8,0,37,10,7,0,.2231999E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9258,9258,0,0,92577,92577,98.50000,.000000,3.947962,4.036021,27.97375,-99.00000,.000000,.000000,.000000,-99.00000,5.053391,25.26696,.000000,.000000,28,22.58929,15.56071,21.48572,13.43184,380.0000,51.20000,50.08290,44.07322,7.225904,1,
71,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31801,2018,UGSYFREKU3,        -23.667,         29.600,     1250,2018333,2018334,2018339,2019032,-99,2019052,2019,-99,6622,429,429,0,1430,.5775634E-01,743,123.8343,.6480000E-01,2.467472,-99.00000,-99,-99,-99,-99,-99,0,0,245,310,212,98,5,11,5,2,40,0,64,0,4,28,51,4,.5356177E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9242,9242,0,0,92573,92573,271.8516,.000000,27.20798,21.85511,31.26820,-99.00000,1.762531,1.415772,2.025551,-99.00000,165.5606,103.4754,10.72500,6.703125,83,29.28795,16.80362,23.13253,13.24573,380.0000,243.4000,303.0149,92.62627,211.7942,1,
72,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF31901,2019,UGSYFREKU3,        -23.667,         29.600,     1250,2019333,2019334,-99,-99,-99,2019333,2019,-99,0,0,0,0,0,.000000,0,.000000,.000000,.000000,-99.00000,-99,-99,-99,-99,-99,0,0,2,7,0,7,0,0,81,0,0,0,0,0,0,0,0,0,.1803646E-14,-99,-99,-99,-99,-99,-99,-99,-99,0,9267,9267,0,0,92670,92670,271.8516,.000000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99,
73,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38401,1984,UGSYFREKU3,        -23.667,         29.600,     1250,1984333,1984334,1984341,1985035,1985096,1985096,1985,-99,7241,2253,2253,0,3311,.2723541,827,137.8415,.3110695,1.695452,-99.00000,-99,-99,-99,-99,-99,0,0,382,312,194,118,39,116,2,3,39,0,72,1,5,39,58,29,.6805534E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9232,9232,0,0,92453,92453,382.0000,.000000,19.56011,23.40965,37.27285,-99.00000,6.085898,7.283636,11.59701,-99.00000,185.6706,100.5716,57.76923,31.29167,128,26.95937,16.10469,17.20937,12.88071,380.0000,370.2001,309.3235,115.4069,194.2742,1,
74,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38501,1985,UGSYFREKU3,        -23.667,         29.600,     1250,1985333,1985334,1985341,1986039,1986101,1986101,1986,-99,6900,1473,1473,0,2389,.1961543,751,125.1378,.2134366,1.961535,-99.00000,-99,-99,-99,-99,-99,0,0,194,254,144,110,0,4,23,3,39,0,67,0,6,34,58,20,.6178717E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9237,9237,0,0,92489,92489,330.0391,.000000,40.25851,27.66377,47.85555,-99.00000,8.593932,5.905351,10.21566,-99.00000,176.9310,102.9897,37.76923,21.98507,132,27.18181,15.05530,17.16136,12.82834,380.0000,171.4000,249.4348,105.3178,144.1904,1,
75,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38601,1986,UGSYFREKU3,        -23.667,         29.600,     1250,1986333,1986334,1986340,-99,-99,1987012,1987,-99,1665,0,0,0,0,.000000,0,.000000,.000000,1.888818,-99.00000,-99,-99,-99,-99,-99,0,0,220,124,40,84,3,55,126,2,26,0,34,1,8,17,31,0,.2646253E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9251,9251,0,0,92517,92517,151.6094,.000000,9.388034,14.09899,41.85592,-99.00000,.000000,.000000,.000000,-99.00000,64.05527,48.98344,.000000,.000000,43,26.47442,15.60930,16.38837,13.42399,380.0000,177.4000,118.1246,81.20721,39.78977,1,
76,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38701,1987,UGSYFREKU3,        -23.667,         29.600,     1250,1987333,1987334,1987340,1988038,1988101,1988101,1988,-99,8399,2532,2532,0,3829,.2797875,905,150.8447,.3014998,1.983685,-99.00000,-99,-99,-99,-99,-99,0,0,398,369,212,156,4,109,2,3,39,0,74,2,5,41,61,29,.7520638E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9230,9230,0,0,92434,92434,396.0312,.000000,21.12401,22.98921,39.52990,-99.00000,6.368209,6.930507,11.91700,-99.00000,215.3566,113.4987,64.92308,34.21622,132,26.65758,15.72121,16.01666,12.82834,380.0000,397.6000,365.3412,153.3903,212.4697,1,
77,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38801,1988,UGSYFREKU3,        -23.667,         29.600,     1250,1988333,1988334,1988343,1989041,1989116,1989116,1989,-99,5753,1515,1515,0,2090,.3058706,495,82.53708,.2632849,1.776319,-99.00000,-99,-99,-99,-99,-99,0,0,301,319,172,148,1,61,6,3,39,0,67,1,5,34,52,22,.6594200E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9238,9238,0,0,92560,92560,333.4609,.000000,21.98409,18.16054,33.53526,-99.00000,5.789071,4.782215,8.830842,-99.00000,147.5189,85.86920,38.84615,22.61194,148,25.63987,13.41487,17.33649,12.68611,380.0000,261.7000,316.7988,145.5601,171.5578,1,
78,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF38901,1989,UGSYFREKU3,        -23.667,         29.600,     1250,1989333,1989334,1989341,1990042,1990105,1990105,1990,-99,8207,2511,2511,0,3547,.2848986,881,146.8891,.3059567,1.803028,-99.00000,-99,-99,-99,-99,-99,0,0,304,360,198,162,1,20,10,3,39,0,72,0,5,38,59,28,.6018106E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9234,9234,0,0,92478,92478,356.8047,.000000,28.40688,23.41787,41.35637,-99.00000,8.691589,7.165112,12.65371,-99.00000,210.4294,113.9826,64.38461,34.87500,136,26.51323,15.07353,16.70662,12.78945,380.0000,288.9000,350.4481,153.1649,198.4398,1,
79,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39001,1990,UGSYFREKU3,        -23.667,         29.600,     1250,1990333,1990334,1990341,1991036,1991102,1991102,1991,-99,9116,2972,2972,0,4274,.2994699,993,165.4215,.3260681,2.027929,-99.00000,-99,-99,-99,-99,-99,0,0,414,390,228,162,4,61,46,3,39,0,79,2,7,49,66,33,.6943085E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9222,9222,0,0,92318,92318,456.6953,.000000,22.01318,23.78287,39.95528,-99.00000,7.177010,7.753986,13.02671,-99.00000,233.7348,115.3881,76.20513,37.62025,133,27.05639,14.88872,16.80150,12.81866,380.0000,414.1000,383.2867,156.4794,228.1466,1,
80,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39101,1991,UGSYFREKU3,        -23.667,         29.600,     1250,1991333,1991334,1991341,1992034,1992089,1992089,1992,-99,7177,1600,1600,0,2761,.1601167,999,166.5104,.2228786,2.032703,-99.00000,-99,-99,-99,-99,-99,0,0,176,241,140,101,2,19,1,3,39,0,66,1,6,34,58,22,.6189743E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9236,9236,0,0,92454,92454,333.3906,.000000,40.71070,30.35511,51.22189,-99.00000,9.075439,6.766918,11.41865,-99.00000,184.0332,108.7469,41.02564,24.24242,120,28.99250,15.97750,17.52334,12.94223,380.0000,176.3000,236.4444,96.56375,140.1217,1,
81,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39201,1992,UGSYFREKU3,        -23.667,         29.600,     1250,1992333,1992334,1992340,1993032,1993082,1993082,1993,-99,5298,1254,1254,0,1794,.1718573,730,121.6295,.2367431,1.736573,-99.00000,-99,-99,-99,-99,-99,0,0,203,243,126,117,0,7,40,3,39,0,62,0,6,30,53,19,.5942519E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9240,9240,0,0,92508,92508,285.0781,.000000,32.26321,22.18601,41.99302,-99.00000,7.637027,5.251653,9.940170,-99.00000,135.8364,85.44548,32.15385,20.22581,114,28.02632,18.46228,16.91842,13.00980,380.0000,164.2000,238.7820,112.7400,126.1548,1,
82,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39301,1993,UGSYFREKU3,        -23.667,         29.600,     1250,1993333,1993334,1993340,1994039,1994105,1994105,1994,-99,7061,1614,1614,0,2689,.1974924,817,136.1753,.2285282,1.964425,-99.00000,-99,-99,-99,-99,-99,0,0,161,240,140,100,0,8,0,3,39,0,65,0,7,33,55,21,.6147851E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9238,9238,0,0,92527,92527,317.8672,.000000,43.80212,29.81092,50.38097,-99.00000,10.01241,6.814262,11.51622,-99.00000,181.0487,108.6292,41.38462,24.83077,136,26.75148,14.90662,16.99706,12.78945,380.0000,161.2000,236.8562,96.77122,140.1501,1,
83,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39401,1994,UGSYFREKU3,        -23.667,         29.600,     1250,1994333,1994334,1994340,1995037,1995102,1995102,1995,-99,7546,1856,1856,0,2733,.2409599,770,128.3784,.2459581,1.927450,-99.00000,-99,-99,-99,-99,-99,0,0,321,305,170,135,8,79,15,3,39,0,69,2,6,37,59,23,.6129328E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9233,9233,0,0,92448,92448,361.2969,.000000,23.54500,25.04405,44.29813,-99.00000,5.790951,6.159646,10.89524,-99.00000,193.4916,109.3648,47.58974,26.89855,133,27.13384,15.18421,16.93684,12.81866,380.0000,320.5000,301.3160,131.9457,170.3497,1,
84,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39501,1995,UGSYFREKU3,        -23.667,         29.600,     1250,1995333,1995334,1995341,1996042,1996121,1996121,1996,-99,9821,3672,3672,0,5057,.3681811,997,166.2197,.3738876,1.950168,-99.00000,-99,-99,-99,-99,-99,0,0,381,351,222,129,13,95,9,3,39,0,80,1,5,47,68,39,.7120281E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9224,9224,0,0,92362,92362,455.4062,.000000,26.00202,28.41518,44.20999,-99.00000,9.722002,10.62427,16.52985,-99.00000,251.8196,122.7620,94.15385,45.90000,152,25.30789,13.51842,16.47303,12.63141,380.0000,377.7000,345.6238,124.0788,222.1435,1,
85,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39601,1996,UGSYFREKU3,        -23.667,         29.600,     1250,1996333,1996334,1996341,1997034,1997101,1997101,1997,-99,8360,2901,2901,0,4119,.3053845,950,158.3293,.3470171,1.721631,-99.00000,-99,-99,-99,-99,-99,0,0,484,409,211,197,24,123,14,3,39,0,77,3,5,46,64,34,.1005115,-99,-99,-99,-99,-99,-99,-99,-99,0,9225,9225,0,0,92353,92353,437.9688,.000000,17.61493,20.60301,39.53529,-99.00000,6.112516,7.149403,13.71905,-99.00000,214.3601,108.5720,74.38461,37.67532,133,26.90150,15.49399,17.25940,12.83288,380.0000,474.6000,405.7681,195.5184,211.4578,1,
86,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39701,1997,UGSYFREKU3,        -23.667,         29.600,     1250,1997333,1997334,1997340,1998024,1998076,1998076,1998,-99,6389,1536,1536,0,2268,.1920839,800,133.2799,.2404272,1.905243,-99.00000,-99,-99,-99,-99,-99,0,0,264,278,169,109,12,0,61,3,39,0,69,0,5,35,59,22,.5802798E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9235,9235,0,0,92425,92425,323.2266,.000000,24.23694,23.28691,37.72509,-99.00000,5.827011,5.598606,9.069811,-99.00000,163.8169,92.59214,39.38462,22.26087,107,29.49532,20.22243,18.05140,13.05885,380.0000,263.6000,274.3540,106.3674,169.3530,1,
87,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39801,1998,UGSYFREKU3,        -23.667,         29.600,     1250,1998333,1998334,1998343,1999039,1999106,1999106,1999,-99,7216,1556,1556,0,2310,.2306816,674,112.4107,.2156278,2.113795,-99.00000,-99,-99,-99,-99,-99,0,0,209,273,161,112,0,23,0,3,39,0,69,0,5,35,58,20,.5881986E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9236,9236,0,0,92504,92504,338.6094,.000000,34.54049,27.04596,44.92942,-99.00000,7.448540,5.832370,9.688877,-99.00000,185.0130,104.5726,39.89743,22.55072,137,26.66715,14.70438,17.74818,12.77967,380.0000,208.9000,266.7869,106.4177,160.5965,1,
88,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF39901,1999,UGSYFREKU3,        -23.667,         29.600,     1250,1999333,1999334,1999341,2000040,2000099,2000099,2000,-99,6950,1668,1668,0,2606,.2429613,687,114.4503,.2400685,1.866796,-99.00000,-99,-99,-99,-99,-99,0,0,659,431,220,211,29,195,91,3,39,0,81,3,7,52,61,22,.6314214E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9220,9220,0,0,92306,92306,480.7422,.000000,10.58770,16.44900,31.61558,-99.00000,2.541134,3.947892,7.587996,-99.00000,178.1991,85.79958,42.76923,20.59259,130,25.31692,17.66615,17.71077,12.84764,380.0000,656.3999,422.5039,204.3897,219.8209,1,
89,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30001,2000,UGSYFREKU3,        -23.667,         29.600,     1250,2000333,2000334,2000341,2001036,2001097,2001097,2001,-99,3226,671,671,0,819,.2706816,248,44.30610,.2079807,1.236831,-99.00000,-99,-99,-99,-99,-99,0,0,213,238,122,116,0,47,15,3,39,0,50,0,21,33,37,11,.6728756E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9235,9235,0,0,92393,92393,329.5625,.000000,15.11541,13.84389,26.34850,-99.00000,3.144330,2.879827,5.481054,-99.00000,82.70843,64.51257,17.20513,13.42000,129,27.76048,15.13333,16.08837,12.87120,380.0000,213.4000,233.0002,111.4913,122.4217,1,
90,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30101,2001,UGSYFREKU3,        -23.667,         29.600,     1250,2001333,2001334,2001341,2002036,2002097,2002097,2002,-99,8291,2352,2352,0,3721,.2346154,1003,167.1031,.2837087,2.020096,-99.00000,-99,-99,-99,-99,-99,0,0,261,314,204,110,4,30,0,3,39,0,70,1,5,38,58,26,.6512231E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9233,9233,0,0,92487,92487,371.0938,.000000,31.77939,26.62642,40.74241,-99.00000,9.014947,7.553189,11.55751,-99.00000,212.5960,118.4463,60.30769,33.60000,128,27.89453,15.16640,17.66250,12.86682,380.0000,260.9000,311.3916,108.0011,203.5040,1,
91,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30201,2002,UGSYFREKU3,        -23.667,         29.600,     1250,2002333,2002334,2002341,2003033,2003088,2003088,2003,-99,5805,1081,1081,0,1678,.2080872,520,86.61740,.1862795,1.967668,-99.00000,-99,-99,-99,-99,-99,0,0,219,270,170,100,6,17,13,3,39,0,68,0,5,35,56,16,.6492974E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9235,9235,0,0,92461,92461,344.5156,.000000,26.48478,22.06745,34.13384,-99.00000,4.931570,4.109046,6.355856,-99.00000,148.8580,85.37445,27.71795,15.89706,119,29.11345,16.34286,17.58572,12.95148,380.0000,219.2000,263.0781,94.62745,170.0794,1,
92,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30301,2003,UGSYFREKU3,        -23.667,         29.600,     1250,2003333,2003334,2003340,2004033,2004096,2004096,2004,-99,8833,2926,2926,0,4348,.2862121,1022,170.3853,.3312618,2.010787,-99.00000,-99,-99,-99,-99,-99,0,0,457,367,217,150,12,99,65,3,39,0,81,3,6,51,68,36,.6323002E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9220,9220,0,0,92281,92281,461.1484,.000000,19.34479,24.43765,40.66029,-99.00000,6.408235,8.095315,13.46929,-99.00000,226.4829,109.0473,75.02564,36.12346,127,27.13228,16.66299,15.82520,12.87637,380.0000,456.6000,361.4436,145.5103,217.2349,1,
93,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30401,2004,UGSYFREKU3,        -23.667,         29.600,     1250,2004333,2004334,2004340,2005032,2005089,2005089,2005,-99,5260,966,966,0,1395,.2012553,480,79.96908,.1835683,1.933984,-99.00000,-99,-99,-99,-99,-99,0,0,231,249,137,112,2,64,2,3,39,0,64,2,6,33,53,15,.5923613E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9238,9238,0,0,92499,92499,321.8672,.000000,22.94135,21.44781,38.36607,-99.00000,4.212821,3.938557,7.045332,-99.00000,134.8834,82.19455,24.76923,15.09375,121,28.65207,16.66033,16.53471,12.94627,380.0000,229.3000,245.2675,108.2609,137.1121,1,
94,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30501,2005,UGSYFREKU3,        -23.667,         29.600,     1250,2005333,2005334,2005341,2006035,2006100,2006100,2006,-99,8308,3099,3099,0,4235,.3013683,1028,171.3660,.3729612,1.870264,-99.00000,-99,-99,-99,-99,-99,0,0,369,355,201,154,6,40,54,3,39,0,79,1,6,47,68,39,.6770936E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9223,9223,0,0,92299,92299,449.0000,.000000,22.52781,23.74676,41.31422,-99.00000,8.402928,8.857600,15.41031,-99.00000,213.0322,105.1678,79.46154,39.22785,131,26.47099,15.94733,15.60687,12.83801,380.0000,368.8000,349.8690,149.6993,201.0992,1,
95,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30601,2006,UGSYFREKU3,        -23.667,         29.600,     1250,2006333,2006334,2006341,2007036,2007090,2007090,2007,-99,5251,1030,1030,0,1653,.1373576,750,124.9220,.1960494,2.065821,-99.00000,-99,-99,-99,-99,-99,0,0,171,203,108,95,0,40,14,3,39,0,60,1,8,31,51,16,.6231182E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9239,9239,0,0,92512,92512,301.2891,.000000,30.78210,26.71702,48.50823,-99.00000,6.037514,5.240201,9.514269,-99.00000,134.6519,87.52377,26.41026,17.16667,121,29.56943,15.41405,17.39587,12.93293,380.0000,170.6000,196.5573,88.71531,108.2585,1,
96,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30701,2007,UGSYFREKU3,        -23.667,         29.600,     1250,2007333,2007334,2007341,2008040,2008109,2008109,2008,-99,8398,2982,2982,0,4149,.3188809,935,155.8385,.3550250,1.960748,-99.00000,-99,-99,-99,-99,-99,0,0,378,368,196,171,24,32,41,3,39,0,78,0,6,46,65,35,.6726321E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9226,9226,0,0,92347,92347,430.6094,.000000,22.22382,23.07250,42.76132,-99.00000,7.890977,8.192320,15.18320,-99.00000,215.3430,107.6715,76.46154,38.23077,140,26.37572,14.09214,16.09857,12.75023,380.0000,377.9000,363.9995,168.7800,196.4013,1,
97,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30801,2008,UGSYFREKU3,        -23.667,         29.600,     1250,2008333,2008334,2008340,2009030,2009091,2009091,2009,-99,8854,3115,3115,0,4549,.2865056,1087,181.2044,.3518314,1.811088,-99.00000,-99,-99,-99,-99,-99,0,0,318,382,241,141,4,6,13,3,39,0,75,0,5,41,57,31,.6402294E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9231,9231,0,0,92453,92453,386.9219,.000000,27.84142,23.70003,36.67756,-99.00000,9.795598,8.338510,12.90446,-99.00000,227.0147,118.0476,79.87180,41.53333,123,28.02032,16.70162,21.32602,12.92773,380.0000,318.0000,373.5680,133.3635,241.3894,1,
98,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF30901,2009,UGSYFREKU3,        -23.667,         29.600,     1250,2009333,2009334,2009340,2010034,2010091,2010091,2010,-99,7157,1962,1962,0,3266,.1871424,1049,174.7747,.2741844,1.568971,-99.00000,-99,-99,-99,-99,-99,0,0,219,273,177,96,13,19,0,3,39,0,65,0,7,33,50,22,.6112456E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9239,9239,0,0,92551,92551,321.1328,.000000,34.05075,26.90607,40.33445,-99.00000,9.333966,7.375473,11.05645,-99.00000,183.5248,110.1149,50.30769,30.18462,122,29.52541,15.50246,21.79262,12.92360,380.0000,210.2000,266.0168,88.66422,177.4530,1,
99,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF31001,2010,UGSYFREKU3,        -23.667,         29.600,     1250,2010333,2010334,2010340,2011038,2011095,2011095,2011,-99,3907,539,539,0,798,.1905469,283,49.39207,.1378248,1.533131,-99.00000,-99,-99,-99,-99,-99,0,0,342,252,121,131,19,112,46,3,39,0,57,2,10,30,40,8,.6963723E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9242,9242,0,0,92560,92560,276.8438,.000000,11.48919,15.95214,32.19319,-99.00000,1.584828,2.200450,4.440753,-99.00000,100.1917,68.55219,13.82051,9.456141,126,28.64365,15.02619,21.82619,12.88588,380.0000,340.1000,244.9499,123.9506,121.3758,1,
100,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF31101,2011,UGSYFREKU3,        -23.667,         29.600,     1250,2011333,2011334,2011341,2012035,2012090,2012090,2012,-99,2836,326,326,0,446,.1460841,223,41.05840,.1149733,1.469951,-99.00000,-99,-99,-99,-99,-99,0,0,85,155,92,63,1,17,0,3,39,0,33,0,32,26,25,4,.5979114E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9244,9244,0,0,92634,92634,261.5000,.000000,33.43820,18.73723,30.91917,-99.00000,3.844339,2.154191,3.554730,-99.00000,72.70665,85.92604,8.358974,9.878788,121,30.14214,14.88264,22.17934,12.93293,380.0000,84.80000,151.3329,59.68339,91.70879,1,
101,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF31201,2012,UGSYFREKU3,        -23.667,         29.600,     1250,2012333,2012334,2012341,2013035,2013098,2013098,2013,-99,8648,2672,2672,0,4094,.2764813,967,161.0895,.3090067,1.702750,-99.00000,-99,-99,-99,-99,-99,0,0,413,383,243,140,22,67,27,3,39,0,71,1,5,39,54,26,.6122193E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9234,9234,0,0,92524,92524,369.8438,.000000,20.95472,23.03235,35.56226,-99.00000,6.474437,7.116371,10.98777,-99.00000,221.7438,121.8030,68.51282,37.63380,130,28.83462,14.40308,21.29847,12.86166,380.0000,412.7000,375.4723,133.2598,243.1794,1,
102,3,1,1,1,MZ,MZCER048,UGSY1501,N_33_33_33 Split         ,SYFER001,SYF31301,2013,UGSYFREKU3,        -23.667,         29.600,     1250,2013333,2013334,2013342,2014038,2014101,2014101,2014,-99,7221,1935,1935,0,2843,.2645908,731,121.8607,.2679141,1.704560,-99.00000,-99,-99,-99,-99,-99,0,0,428,374,199,175,3,132,5,3,39,0,66,3,5,35,49,20,.7024270E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9238,9238,0,0,92570,92570,336.6328,.000000,16.88715,19.59177,36.22429,-99.00000,4.525258,5.250018,9.707042,-99.00000,185.1524,109.4082,49.61538,29.31818,132,27.57878,14.67727,20.15909,12.82834,380.0000,427.5999,368.5702,169.8793,199.3398,1,
