RUN,EXCODE,CG,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,EDAPS,EDAPM                                                                                                                                                                                                                                                                                                                                                                                                                              
72,UGSY1501,SN,2,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,     -99,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,       0,     -99,       0,     -99,    0.00,     -99,   0.000,     -99,     -99,     -99,       0,     -99,       0,     -99,       0,     -99,     0.0,     -99,       0,     -99,       0,     -99,    0.00,     -99,     -99,     -99
73,UGSY1501,SN,3,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     128,     -99,    2253,     -99,     -99,     -99,     827,     -99,  0.2724,     -99,   137.8,     -99,    7241,     -99,    5035,     -99,    1.70,     -99,   0.311,     -99,     -99,     -99,      29,     -99,      58,     -99,      29,     -99,     1.3,     -99,    3987,     -99,      41,     -99,   22.22,     -99,       7,     -99
74,UGSY1501,SN,3,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     132,     -99,    1473,     -99,     -99,     -99,     751,     -99,  0.1962,     -99,   125.1,     -99,    6900,     -99,    5480,     -99,    1.96,     -99,   0.213,     -99,     -99,     -99,      20,     -99,      58,     -99,      38,     -99,     1.4,     -99,    4565,     -99,      54,     -99,   22.48,     -99,       7,     -99
75,UGSY1501,SN,3,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,     -99,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,    1665,     -99,    1670,     -99,    1.89,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      31,     -99,      31,     -99,     0.0,     -99,       0,     -99,       0,     -99,   15.51,     -99,       6,     -99
76,UGSY1501,SN,3,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     132,     -99,    2532,     -99,     -99,     -99,     905,     -99,  0.2798,     -99,   150.8,     -99,    8399,     -99,    5919,     -99,    1.98,     -99,   0.301,     -99,     -99,     -99,      29,     -99,      61,     -99,      32,     -99,     1.1,     -99,    4555,     -99,      52,     -99,   22.21,     -99,       6,     -99
77,UGSY1501,SN,3,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     148,     -99,    1515,     -99,     -99,     -99,     495,     -99,  0.3059,     -99,    82.5,     -99,    5753,     -99,    4286,     -99,    1.78,     -99,   0.263,     -99,     -99,     -99,      22,     -99,      52,     -99,      31,     -99,     1.4,     -99,    4073,     -99,      47,     -99,   21.77,     -99,       9,     -99
78,UGSY1501,SN,3,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     136,     -99,    2511,     -99,     -99,     -99,     881,     -99,  0.2849,     -99,   146.9,     -99,    8207,     -99,    5746,     -99,    1.80,     -99,   0.306,     -99,     -99,     -99,      28,     -99,      59,     -99,      31,     -99,     1.1,     -99,    4372,     -99,      51,     -99,   22.76,     -99,       7,     -99
79,UGSY1501,SN,3,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     133,     -99,    2972,     -99,     -99,     -99,     993,     -99,  0.2995,     -99,   165.4,     -99,    9116,     -99,    6196,     -99,    2.03,     -99,   0.326,     -99,     -99,     -99,      33,     -99,      66,     -99,      33,     -99,     1.1,     -99,    4609,     -99,      53,     -99,   21.77,     -99,       7,     -99
80,UGSY1501,SN,3,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     120,     -99,    1600,     -99,     -99,     -99,     999,     -99,  0.1601,     -99,   166.5,     -99,    7177,     -99,    5627,     -99,    2.03,     -99,   0.223,     -99,     -99,     -99,      22,     -99,      58,     -99,      36,     -99,     1.4,     -99,    4430,     -99,      52,     -99,   22.56,     -99,       7,     -99
81,UGSY1501,SN,3,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     114,     -99,    1254,     -99,     -99,     -99,     730,     -99,  0.1719,     -99,   121.6,     -99,    5298,     -99,    4090,     -99,    1.74,     -99,   0.237,     -99,     -99,     -99,      19,     -99,      53,     -99,      34,     -99,     1.5,     -99,    3525,     -99,      43,     -99,   22.21,     -99,       6,     -99
82,UGSY1501,SN,3,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     136,     -99,    1614,     -99,     -99,     -99,     817,     -99,  0.1975,     -99,   136.2,     -99,    7061,     -99,    5499,     -99,    1.96,     -99,   0.229,     -99,     -99,     -99,      21,     -99,      55,     -99,      34,     -99,     1.3,     -99,    4350,     -99,      52,     -99,   22.82,     -99,       6,     -99
83,UGSY1501,SN,3,1,MZ,68,     -99,     -99,     -99,     -99,     -99,     133,     -99,    1856,     -99,     -99,     -99,     770,     -99,  0.2410,     -99,   128.4,     -99,    7546,     -99,    5744,     -99,    1.93,     -99,   0.246,     -99,     -99,     -99,      23,     -99,      59,     -99,      36,     -99,     1.2,     -99,    4615,     -99,      52,     -99,   22.92,     -99,       6,     -99
84,UGSY1501,SN,3,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     152,     -99,    3672,     -99,     -99,     -99,     997,     -99,  0.3682,     -99,   166.2,     -99,    9821,     -99,    6201,     -99,    1.95,     -99,   0.374,     -99,     -99,     -99,      39,     -99,      68,     -99,      29,     -99,     1.1,     -99,    4604,     -99,      55,     -99,   22.65,     -99,       7,     -99
85,UGSY1501,SN,3,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     133,     -99,    2901,     -99,     -99,     -99,     950,     -99,  0.3054,     -99,   158.3,     -99,    8360,     -99,    5507,     -99,    1.72,     -99,   0.347,     -99,     -99,     -99,      34,     -99,      64,     -99,      29,     -99,     1.2,     -99,    4128,     -99,      49,     -99,   22.81,     -99,       7,     -99
86,UGSY1501,SN,3,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     107,     -99,    1536,     -99,     -99,     -99,     800,     -99,  0.1921,     -99,   133.3,     -99,    6389,     -99,    4902,     -99,    1.91,     -99,   0.240,     -99,     -99,     -99,      22,     -99,      59,     -99,      37,     -99,     1.4,     -99,    4111,     -99,      43,     -99,   24.29,     -99,       6,     -99
87,UGSY1501,SN,3,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     137,     -99,    1556,     -99,     -99,     -99,     674,     -99,  0.2307,     -99,   112.4,     -99,    7216,     -99,    5714,     -99,    2.11,     -99,   0.216,     -99,     -99,     -99,      20,     -99,      58,     -99,      38,     -99,     1.3,     -99,    4668,     -99,      53,     -99,   22.10,     -99,       9,     -99
88,UGSY1501,SN,3,1,MZ,71,     -99,     -99,     -99,     -99,     -99,     130,     -99,    1668,     -99,     -99,     -99,     687,     -99,  0.2430,     -99,   114.5,     -99,    6950,     -99,    5335,     -99,    1.87,     -99,   0.240,     -99,     -99,     -99,      22,     -99,      61,     -99,      38,     -99,     1.3,     -99,    4435,     -99,      50,     -99,   23.04,     -99,       7,     -99
89,UGSY1501,SN,3,1,MZ,68,     -99,     -99,     -99,     -99,     -99,     129,     -99,     671,     -99,     -99,     -99,     248,     -99,  0.2707,     -99,    44.3,     -99,    3226,     -99,    2592,     -99,    1.24,     -99,   0.208,     -99,     -99,     -99,      11,     -99,      37,     -99,      25,     -99,     1.7,     -99,    2538,     -99,      22,     -99,   22.56,     -99,       7,     -99
90,UGSY1501,SN,3,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     128,     -99,    2352,     -99,     -99,     -99,    1003,     -99,  0.2346,     -99,   167.1,     -99,    8291,     -99,    5992,     -99,    2.02,     -99,   0.284,     -99,     -99,     -99,      26,     -99,      58,     -99,      32,     -99,     1.1,     -99,    4462,     -99,      50,     -99,   21.95,     -99,       7,     -99
91,UGSY1501,SN,3,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     119,     -99,    1081,     -99,     -99,     -99,     520,     -99,  0.2081,     -99,    86.6,     -99,    5805,     -99,    4776,     -99,    1.97,     -99,   0.186,     -99,     -99,     -99,      16,     -99,      56,     -99,      40,     -99,     1.5,     -99,    4219,     -99,      41,     -99,   22.41,     -99,       7,     -99
92,UGSY1501,SN,3,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     127,     -99,    2926,     -99,     -99,     -99,    1022,     -99,  0.2862,     -99,   170.4,     -99,    8833,     -99,    5961,     -99,    2.01,     -99,   0.331,     -99,     -99,     -99,      36,     -99,      68,     -99,      32,     -99,     1.2,     -99,    4495,     -99,      54,     -99,   23.44,     -99,       6,     -99
93,UGSY1501,SN,3,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     121,     -99,     966,     -99,     -99,     -99,     480,     -99,  0.2013,     -99,    80.0,     -99,    5260,     -99,    4346,     -99,    1.93,     -99,   0.184,     -99,     -99,     -99,      15,     -99,      53,     -99,      38,     -99,     1.6,     -99,    4145,     -99,      46,     -99,   22.90,     -99,       6,     -99
94,UGSY1501,SN,3,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     131,     -99,    3099,     -99,     -99,     -99,    1028,     -99,  0.3014,     -99,   171.4,     -99,    8308,     -99,    5257,     -99,    1.87,     -99,   0.373,     -99,     -99,     -99,      39,     -99,      68,     -99,      29,     -99,     1.3,     -99,    3982,     -99,      51,     -99,   22.19,     -99,       7,     -99
95,UGSY1501,SN,3,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1030,     -99,     -99,     -99,     750,     -99,  0.1374,     -99,   124.9,     -99,    5251,     -99,    4272,     -99,    2.07,     -99,   0.196,     -99,     -99,     -99,      16,     -99,      51,     -99,      35,     -99,     1.6,     -99,    3958,     -99,      39,     -99,   22.69,     -99,       7,     -99
96,UGSY1501,SN,3,1,MZ,71,     -99,     -99,     -99,     -99,     -99,     140,     -99,    2982,     -99,     -99,     -99,     935,     -99,  0.3189,     -99,   155.8,     -99,    8398,     -99,    5466,     -99,    1.96,     -99,   0.355,     -99,     -99,     -99,      35,     -99,      65,     -99,      30,     -99,     1.2,     -99,    4115,     -99,      47,     -99,   21.72,     -99,       7,     -99
97,UGSY1501,SN,3,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     123,     -99,    3115,     -99,     -99,     -99,    1087,     -99,  0.2865,     -99,   181.2,     -99,    8854,     -99,    5790,     -99,    1.81,     -99,   0.352,     -99,     -99,     -99,      31,     -99,      57,     -99,      26,     -99,     1.0,     -99,    4186,     -99,      45,     -99,   23.09,     -99,       6,     -99
98,UGSY1501,SN,3,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     122,     -99,    1962,     -99,     -99,     -99,    1049,     -99,  0.1871,     -99,   174.8,     -99,    7157,     -99,    5240,     -99,    1.57,     -99,   0.274,     -99,     -99,     -99,      22,     -99,      50,     -99,      28,     -99,     1.1,     -99,    3708,     -99,      44,     -99,   23.82,     -99,       6,     -99
99,UGSY1501,SN,3,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     126,     -99,     539,     -99,     -99,     -99,     283,     -99,  0.1905,     -99,    49.4,     -99,    3907,     -99,    3413,     -99,    1.53,     -99,   0.138,     -99,     -99,     -99,       8,     -99,      40,     -99,      31,     -99,     1.6,     -99,    3381,     -99,      31,     -99,   23.24,     -99,       6,     -99
100,UGSY1501,SN,3,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     121,     -99,     326,     -99,     -99,     -99,     223,     -99,  0.1461,     -99,    41.1,     -99,    2836,     -99,    2550,     -99,    1.47,     -99,   0.115,     -99,     -99,     -99,       4,     -99,      25,     -99,      20,     -99,     1.3,     -99,    2599,     -99,      24,     -99,   23.24,     -99,       7,     -99
101,UGSY1501,SN,3,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     130,     -99,    2672,     -99,     -99,     -99,     967,     -99,  0.2765,     -99,   161.1,     -99,    8648,     -99,    6026,     -99,    1.70,     -99,   0.309,     -99,     -99,     -99,      26,     -99,      54,     -99,      28,     -99,     1.0,     -99,    4158,     -99,      46,     -99,   23.53,     -99,       7,     -99
102,UGSY1501,SN,3,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     132,     -99,    1935,     -99,     -99,     -99,     731,     -99,  0.2646,     -99,   121.9,     -99,    7221,     -99,    5335,     -99,    1.70,     -99,   0.268,     -99,     -99,     -99,      20,     -99,      49,     -99,      29,     -99,     1.0,     -99,    3991,     -99,      43,     -99,   22.64,     -99,       8,     -99
103,UGSY1501,SN,3,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1265,     -99,     -99,     -99,     888,     -99,  0.1424,     -99,   148.0,     -99,    4672,     -99,    3449,     -99,    1.29,     -99,   0.271,     -99,     -99,     -99,      21,     -99,      46,     -99,      25,     -99,     1.6,     -99,    3272,     -99,      44,     -99,   23.03,     -99,       6,     -99
104,UGSY1501,SN,3,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     116,     -99,    1356,     -99,     -99,     -99,     782,     -99,  0.1735,     -99,   130.3,     -99,    5944,     -99,    4636,     -99,    1.58,     -99,   0.228,     -99,     -99,     -99,      17,     -99,      46,     -99,      30,     -99,     1.2,     -99,    3771,     -99,      39,     -99,   23.85,     -99,       6,     -99
105,UGSY1501,SN,3,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     -99,     -99,     459,     -99,     -99,     -99,     708,     -99,  0.0648,     -99,   118.0,     -99,    5853,     -99,    5449,     -99,    1.86,     -99,   0.078,     -99,     -99,     -99,       5,     -99,      50,     -99,      45,     -99,     1.0,     -99,    4493,     -99,      48,     -99,   22.92,     -99,       6,     -99
106,UGSY1501,SN,3,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,     -99,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,     202,     -99,     204,     -99,    0.40,     -99,   0.000,     -99,     -99,     -99,       0,     -99,       7,     -99,       7,     -99,     0.0,     -99,       0,     -99,       0,     -99,    8.69,     -99,       9,     -99
107,UGSY1501,SN,3,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     -99,     -99,     525,     -99,     -99,     -99,     880,     -99,  0.0597,     -99,   146.6,     -99,    6266,     -99,    5792,     -99,    1.91,     -99,   0.084,     -99,     -99,     -99,       5,     -99,      50,     -99,      45,     -99,     1.0,     -99,    4333,     -99,      47,     -99,   23.66,     -99,       5,     -99
108,UGSY1501,SN,3,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,     -99,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,       0,     -99,       0,     -99,    0.00,     -99,   0.000,     -99,     -99,     -99,       0,     -99,       0,     -99,       0,     -99,     0.0,     -99,       0,     -99,       0,     -99,    0.00,     -99,     -99,     -99
109,UGSY1501,SN,4,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     128,     -99,    2266,     -99,     -99,     -99,     841,     -99,  0.2694,     -99,   140.2,     -99,    7389,     -99,    5168,     -99,    1.74,     -99,   0.307,     -99,     -99,     -99,      29,     -99,      59,     -99,      30,     -99,     1.3,     -99,    4077,     -99,      44,     -99,   22.22,     -99,       7,     -99
110,UGSY1501,SN,4,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     132,     -99,    1502,     -99,     -99,     -99,     765,     -99,  0.1963,     -99,   127.5,     -99,    6969,     -99,    5518,     -99,    1.90,     -99,   0.216,     -99,     -99,     -99,      21,     -99,      59,     -99,      38,     -99,     1.4,     -99,    4582,     -99,      54,     -99,   22.48,     -99,       7,     -99
111,UGSY1501,SN,4,1,MZ,-99,     -99,     -99,     -99,     -99,     -99,     -99,     -99,       0,     -99,     -99,     -99,       0,     -99,  0.0000,     -99,     0.0,     -99,    1616,     -99,    1620,     -99,    1.81,     -99,   0.000,     -99,     -99,     -99,       0,     -99,      32,     -99,      32,     -99,     0.0,     -99,       0,     -99,       0,     -99,   15.51,     -99,       6,     -99
112,UGSY1501,SN,4,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     132,     -99,    2524,     -99,     -99,     -99,     907,     -99,  0.2781,     -99,   151.2,     -99,    8520,     -99,    6050,     -99,    2.05,     -99,   0.296,     -99,     -99,     -99,      29,     -99,      61,     -99,      33,     -99,     1.1,     -99,    4663,     -99,      53,     -99,   22.21,     -99,       6,     -99
113,UGSY1501,SN,4,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     148,     -99,    1494,     -99,     -99,     -99,     491,     -99,  0.3044,     -99,    81.8,     -99,    5836,     -99,    4391,     -99,    1.87,     -99,   0.256,     -99,     -99,     -99,      21,     -99,      53,     -99,      31,     -99,     1.4,     -99,    4193,     -99,      48,     -99,   21.77,     -99,       9,     -99
114,UGSY1501,SN,4,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     136,     -99,    2584,     -99,     -99,     -99,     911,     -99,  0.2836,     -99,   151.9,     -99,    8344,     -99,    5810,     -99,    1.80,     -99,   0.310,     -99,     -99,     -99,      28,     -99,      60,     -99,      31,     -99,     1.1,     -99,    4387,     -99,      52,     -99,   22.76,     -99,       7,     -99
115,UGSY1501,SN,4,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     133,     -99,    2989,     -99,     -99,     -99,     998,     -99,  0.2995,     -99,   166.3,     -99,    9232,     -99,    6297,     -99,    2.08,     -99,   0.324,     -99,     -99,     -99,      33,     -99,      67,     -99,      34,     -99,     1.1,     -99,    4691,     -99,      54,     -99,   21.77,     -99,       7,     -99
116,UGSY1501,SN,4,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     120,     -99,    1597,     -99,     -99,     -99,     998,     -99,  0.1600,     -99,   166.4,     -99,    7349,     -99,    5802,     -99,    2.15,     -99,   0.217,     -99,     -99,     -99,      22,     -99,      60,     -99,      38,     -99,     1.4,     -99,    4557,     -99,      53,     -99,   22.56,     -99,       7,     -99
117,UGSY1501,SN,4,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     114,     -99,    1320,     -99,     -99,     -99,     769,     -99,  0.1716,     -99,   128.2,     -99,    5269,     -99,    3995,     -99,    1.65,     -99,   0.251,     -99,     -99,     -99,      21,     -99,      54,     -99,      33,     -99,     1.6,     -99,    3425,     -99,      43,     -99,   22.21,     -99,       6,     -99
118,UGSY1501,SN,4,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     136,     -99,    1749,     -99,     -99,     -99,     884,     -99,  0.1978,     -99,   147.4,     -99,    7016,     -99,    5317,     -99,    1.74,     -99,   0.249,     -99,     -99,     -99,      24,     -99,      57,     -99,      33,     -99,     1.4,     -99,    4168,     -99,      52,     -99,   22.82,     -99,       6,     -99
119,UGSY1501,SN,4,1,MZ,68,     -99,     -99,     -99,     -99,     -99,     133,     -99,    1850,     -99,     -99,     -99,     767,     -99,  0.2411,     -99,   127.9,     -99,    7577,     -99,    5781,     -99,    1.96,     -99,   0.244,     -99,     -99,     -99,      23,     -99,      60,     -99,      37,     -99,     1.2,     -99,    4672,     -99,      53,     -99,   22.92,     -99,       6,     -99
120,UGSY1501,SN,4,1,MZ,73,     -99,     -99,     -99,     -99,     -99,     152,     -99,    3669,     -99,     -99,     -99,     996,     -99,  0.3683,     -99,   166.0,     -99,    9980,     -99,    6365,     -99,    2.08,     -99,   0.368,     -99,     -99,     -99,      39,     -99,      69,     -99,      30,     -99,     1.1,     -99,    4738,     -99,      56,     -99,   22.65,     -99,       7,     -99
121,UGSY1501,SN,4,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     133,     -99,    2861,     -99,     -99,     -99,     936,     -99,  0.3056,     -99,   156.0,     -99,    8548,     -99,    5736,     -99,    1.81,     -99,   0.335,     -99,     -99,     -99,      33,     -99,      64,     -99,      31,     -99,     1.2,     -99,    4313,     -99,      50,     -99,   22.81,     -99,       7,     -99
122,UGSY1501,SN,4,1,MZ,55,     -99,     -99,     -99,     -99,     -99,     107,     -99,    1707,     -99,     -99,     -99,     882,     -99,  0.1934,     -99,   147.1,     -99,    6266,     -99,    4607,     -99,    1.74,     -99,   0.272,     -99,     -99,     -99,      26,     -99,      60,     -99,      34,     -99,     1.5,     -99,    3810,     -99,      44,     -99,   24.29,     -99,       6,     -99
123,UGSY1501,SN,4,1,MZ,70,     -99,     -99,     -99,     -99,     -99,     137,     -99,    1536,     -99,     -99,     -99,     669,     -99,  0.2295,     -99,   111.5,     -99,    7268,     -99,    5787,     -99,    2.21,     -99,   0.211,     -99,     -99,     -99,      19,     -99,      58,     -99,      39,     -99,     1.3,     -99,    4768,     -99,      54,     -99,   22.10,     -99,       9,     -99
124,UGSY1501,SN,4,1,MZ,71,     -99,     -99,     -99,     -99,     -99,     130,     -99,    1673,     -99,     -99,     -99,     689,     -99,  0.2430,     -99,   114.8,     -99,    7001,     -99,    5381,     -99,    1.78,     -99,   0.239,     -99,     -99,     -99,      23,     -99,      61,     -99,      39,     -99,     1.3,     -99,    4465,     -99,      50,     -99,   23.04,     -99,       7,     -99
125,UGSY1501,SN,4,1,MZ,68,     -99,     -99,     -99,     -99,     -99,     129,     -99,     675,     -99,     -99,     -99,     248,     -99,  0.2719,     -99,    44.1,     -99,    3131,     -99,    2492,     -99,    1.14,     -99,   0.216,     -99,     -99,     -99,      11,     -99,      36,     -99,      24,     -99,     1.7,     -99,    2411,     -99,      21,     -99,   22.56,     -99,       7,     -99
126,UGSY1501,SN,4,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     128,     -99,    2357,     -99,     -99,     -99,    1010,     -99,  0.2334,     -99,   168.3,     -99,    8395,     -99,    6090,     -99,    2.00,     -99,   0.281,     -99,     -99,     -99,      26,     -99,      59,     -99,      33,     -99,     1.1,     -99,    4534,     -99,      51,     -99,   21.95,     -99,       7,     -99
127,UGSY1501,SN,4,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     119,     -99,    1113,     -99,     -99,     -99,     541,     -99,  0.2057,     -99,    90.2,     -99,    6003,     -99,    4942,     -99,    2.02,     -99,   0.185,     -99,     -99,     -99,      16,     -99,      58,     -99,      41,     -99,     1.5,     -99,    4413,     -99,      44,     -99,   22.41,     -99,       7,     -99
128,UGSY1501,SN,4,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     127,     -99,    2962,     -99,     -99,     -99,    1035,     -99,  0.2862,     -99,   172.5,     -99,    8952,     -99,    6043,     -99,    1.97,     -99,   0.331,     -99,     -99,     -99,      36,     -99,      69,     -99,      33,     -99,     1.2,     -99,    4552,     -99,      55,     -99,   23.44,     -99,       6,     -99
129,UGSY1501,SN,4,1,MZ,64,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1027,     -99,     -99,     -99,     507,     -99,  0.2025,     -99,    84.5,     -99,    5286,     -99,    4310,     -99,    1.81,     -99,   0.194,     -99,     -99,     -99,      17,     -99,      54,     -99,      38,     -99,     1.6,     -99,    4087,     -99,      48,     -99,   22.90,     -99,       6,     -99
130,UGSY1501,SN,4,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     131,     -99,    3244,     -99,     -99,     -99,    1077,     -99,  0.3012,     -99,   179.5,     -99,    8524,     -99,    5327,     -99,    1.87,     -99,   0.381,     -99,     -99,     -99,      41,     -99,      69,     -99,      28,     -99,     1.3,     -99,    4014,     -99,      52,     -99,   22.19,     -99,       7,     -99
131,UGSY1501,SN,4,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1141,     -99,     -99,     -99,     828,     -99,  0.1377,     -99,   138.0,     -99,    5029,     -99,    3935,     -99,    1.85,     -99,   0.227,     -99,     -99,     -99,      19,     -99,      52,     -99,      33,     -99,     1.7,     -99,    3705,     -99,      34,     -99,   22.69,     -99,       7,     -99
132,UGSY1501,SN,4,1,MZ,71,     -99,     -99,     -99,     -99,     -99,     140,     -99,    2994,     -99,     -99,     -99,     938,     -99,  0.3191,     -99,   156.4,     -99,    8599,     -99,    5656,     -99,    2.13,     -99,   0.348,     -99,     -99,     -99,      35,     -99,      65,     -99,      31,     -99,     1.2,     -99,    4257,     -99,      49,     -99,   21.72,     -99,       7,     -99
133,UGSY1501,SN,4,1,MZ,62,     -99,     -99,     -99,     -99,     -99,     123,     -99,    3144,     -99,     -99,     -99,    1099,     -99,  0.2862,     -99,   183.1,     -99,    9042,     -99,    5948,     -99,    1.79,     -99,   0.348,     -99,     -99,     -99,      32,     -99,      59,     -99,      27,     -99,     1.0,     -99,    4294,     -99,      46,     -99,   23.09,     -99,       6,     -99
134,UGSY1501,SN,4,1,MZ,65,     -99,     -99,     -99,     -99,     -99,     122,     -99,    1954,     -99,     -99,     -99,    1063,     -99,  0.1839,     -99,   177.1,     -99,    7240,     -99,    5331,     -99,    1.62,     -99,   0.270,     -99,     -99,     -99,      22,     -99,      51,     -99,      29,     -99,     1.1,     -99,    3776,     -99,      45,     -99,   23.82,     -99,       6,     -99
135,UGSY1501,SN,4,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     126,     -99,     572,     -99,     -99,     -99,     302,     -99,  0.1897,     -99,    52.4,     -99,    4100,     -99,    3574,     -99,    1.65,     -99,   0.140,     -99,     -99,     -99,       9,     -99,      42,     -99,      33,     -99,     1.5,     -99,    3545,     -99,      34,     -99,   23.24,     -99,       6,     -99
136,UGSY1501,SN,4,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     121,     -99,     334,     -99,     -99,     -99,     230,     -99,  0.1447,     -99,    42.3,     -99,    2878,     -99,    2585,     -99,    1.53,     -99,   0.116,     -99,     -99,     -99,       4,     -99,      26,     -99,      21,     -99,     1.3,     -99,    2642,     -99,      25,     -99,   23.24,     -99,       7,     -99
137,UGSY1501,SN,4,1,MZ,67,     -99,     -99,     -99,     -99,     -99,     130,     -99,    2702,     -99,     -99,     -99,     982,     -99,  0.2752,     -99,   163.6,     -99,    8754,     -99,    6102,     -99,    1.63,     -99,   0.309,     -99,     -99,     -99,      26,     -99,      55,     -99,      28,     -99,     1.0,     -99,    4217,     -99,      46,     -99,   23.53,     -99,       7,     -99
138,UGSY1501,SN,4,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     132,     -99,    1897,     -99,     -99,     -99,     718,     -99,  0.2643,     -99,   119.6,     -99,    7299,     -99,    5452,     -99,    1.82,     -99,   0.260,     -99,     -99,     -99,      19,     -99,      50,     -99,      31,     -99,     1.0,     -99,    4143,     -99,      45,     -99,   22.64,     -99,       8,     -99
139,UGSY1501,SN,4,1,MZ,66,     -99,     -99,     -99,     -99,     -99,     121,     -99,    1282,     -99,     -99,     -99,     903,     -99,  0.1421,     -99,   150.4,     -99,    4710,     -99,    3469,     -99,    1.30,     -99,   0.272,     -99,     -99,     -99,      21,     -99,      47,     -99,      26,     -99,     1.6,     -99,    3304,     -99,      45,     -99,   23.03,     -99,       6,     -99
140,UGSY1501,SN,4,1,MZ,63,     -99,     -99,     -99,     -99,     -99,     116,     -99,    1428,     -99,     -99,     -99,     819,     -99,  0.1744,     -99,   136.5,     -99,    6106,     -99,    4724,     -99,    1.53,     -99,   0.234,     -99,     -99,     -99,      18,     -99,      48,     -99,      30,     -99,     1.2,     -99,    3818,     -99,      41,     -99,   23.85,     -99,       6,     -99
141,UGSY1501,SN,4,1,MZ,69,     -99,     -99,     -99,     -99,     -99,     -99,     -99,     455,     -99,     -99,     -99,     702,     -99,  0.0649,     -99,   116.9,     -99,    5906,     -99,    5505,     -99,    1.81,     -99,   0.077,     -99,     -99,     -99,       5,     -99,      50,     -99,      46,     -99,     1.0,     -99,    4552,     -99,      48,     -99,   22.92,     -99,       6,     -99
